cbsa,cbsa_name,xmin,ymin,xmax,ymax,under_40_index_perc,total_index_perc
13820,"Birmingham-Hoover, AL (Metro)",NA,NA,NA,NA,0.09732179434013227,0.08123674269096079
45180,"Talladega-Sylacauga, AL (Micro)",NA,NA,NA,NA,0.09193348566713783,0.08332502428393075
46220,"Tuscaloosa, AL (Metro)",NA,NA,NA,NA,0.09834867207371058,0.08511870848556286
26620,"Huntsville, AL (Metro)",NA,NA,NA,NA,0.09925085689752136,0.08128919820337929
10700,"Albertville, AL (Micro)",NA,NA,NA,NA,0.09133546932524861,0.08187926400887803
33660,"Mobile, AL (Metro)",NA,NA,NA,NA,0.10018123264752775,0.08843215603718373
19300,"Daphne-Fairhope-Foley, AL (Metro)",NA,NA,NA,NA,0.10668198239408766,0.09206757920030985
11500,"Anniston-Oxford-Jacksonville, AL (Metro)",NA,NA,NA,NA,0.09396759613675172,0.08355943018443392
21460,"Enterprise, AL (Micro)",NA,NA,NA,NA,0.09327947024307912,0.08170152889789338
22520,"Florence-Muscle Shoals, AL (Metro)",NA,NA,NA,NA,0.0949443763250294,0.08533254318376139
42820,"Selma, AL (Micro)",NA,NA,NA,NA,0.08843019673562749,0.08154673035912624
12120,"Atmore, AL (Micro)",NA,NA,NA,NA,0.09627885157625851,0.08575217639926982
23460,"Gadsden, AL (Metro)",NA,NA,NA,NA,0.09232061049093343,0.08317067305136784
20020,"Dothan, AL (Metro)",NA,NA,NA,NA,0.09365201229380324,0.0828161650023906
42460,"Scottsboro, AL (Micro)",NA,NA,NA,NA,0.0881399440187064,0.07986467251519451
19460,"Decatur, AL (Metro)",NA,NA,NA,NA,0.09566534738129075,0.08406855584904559
12220,"Auburn-Opelika, AL (Metro)",NA,NA,NA,NA,0.09803422922141486,0.08343934120629892
33860,"Montgomery, AL (Metro)",NA,NA,NA,NA,0.09455464342838342,0.08159634588537586
17980,"Columbus, GA-AL (Metro)",NA,NA,NA,NA,0.0944445427390289,0.08321054636946411
21640,"Eufaula, AL-GA (Micro)",NA,NA,NA,NA,0.08746603762678679,0.08000145089987806
46740,"Valley, AL (Micro)",NA,NA,NA,NA,0.08804657090898747,0.08092691812477633
18980,"Cullman, AL (Micro)",NA,NA,NA,NA,0.09270014336453988,0.08223034583848764
37120,"Ozark, AL (Micro)",NA,NA,NA,NA,0.0950994886390952,0.0841979330027021
22840,"Fort Payne, AL (Micro)",NA,NA,NA,NA,0.0858897092946828,0.0794505141751619
10760,"Alexander City, AL (Micro)",NA,NA,NA,NA,0.08988175367239383,0.08193977373833813
45980,"Troy, AL (Micro)",NA,NA,NA,NA,0.09019463679459025,0.07871405070337277
11260,"Anchorage, AK (Metro)",NA,NA,NA,NA,0.10003087666910619,0.08500599328567109
21820,"Fairbanks, AK (Metro)",NA,NA,NA,NA,0.09821929333245176,0.08355127593331022
27940,"Juneau, AK (Micro)",NA,NA,NA,NA,0.09294534170564865,0.07305381353161707
28540,"Ketchikan, AK (Micro)",NA,NA,NA,NA,0.08103094147725086,0.06308099376150017
38060,"Phoenix-Mesa-Scottsdale, AZ (Metro)",NA,NA,NA,NA,0.09876134048038557,0.08418065308628837
46060,"Tucson, AZ (Metro)",NA,NA,NA,NA,0.10180368385740424,0.08862715834962821
35700,"Nogales, AZ (Micro)",NA,NA,NA,NA,0.09122985067048026,0.08331255131287858
39140,"Prescott, AZ (Metro)",NA,NA,NA,NA,0.10527887635933864,0.09559140733375342
29420,"Lake Havasu City-Kingman, AZ (Metro)",NA,NA,NA,NA,0.118053962281281,0.10656830261030964
43320,"Show Low, AZ (Micro)",NA,NA,NA,NA,0.1009266149636583,0.09016866339845754
49740,"Yuma, AZ (Metro)",NA,NA,NA,NA,0.0884787640467546,0.08184775881141043
43420,"Sierra Vista-Douglas, AZ (Metro)",NA,NA,NA,NA,0.09777118082101457,0.08599032144995886
22380,"Flagstaff, AZ (Metro)",NA,NA,NA,NA,0.11632504397190886,0.1005091281738582
37740,"Payson, AZ (Micro)",NA,NA,NA,NA,0.10191890172804506,0.09141607924741728
40940,"Safford, AZ (Micro)",NA,NA,NA,NA,0.09428359550247215,0.0857545077967937
32820,"Memphis, TN-MS-AR (Metro)",NA,NA,NA,NA,0.09598119140989805,0.08330140406603805
30780,"Little Rock-North Little Rock-Conway, AR (Metro)",NA,NA,NA,NA,0.09493499511158401,0.08205471076060201
22220,"Fayetteville-Springdale-Rogers, AR-MO (Metro)",NA,NA,NA,NA,0.09131012548266203,0.0774156135535161
27860,"Jonesboro, AR (Metro)",NA,NA,NA,NA,0.09302965498689478,0.08372892089531296
25760,"Helena-West Helena, AR (Micro)",NA,NA,NA,NA,0.08747818220793181,0.08168947764608041
40780,"Russellville, AR (Micro)",NA,NA,NA,NA,0.08951779320643369,0.0816630030192483
22620,"Forrest City, AR (Micro)",NA,NA,NA,NA,0.08712463585688487,0.08121511879287974
22900,"Fort Smith, AR-OK (Metro)",NA,NA,NA,NA,0.09118035010642082,0.0828424615055455
45500,"Texarkana, TX-AR (Metro)",NA,NA,NA,NA,0.09798126536207229,0.08736564909098495
25460,"Harrison, AR (Micro)",NA,NA,NA,NA,0.09397352173952721,0.08510555736365119
15780,"Camden, AR (Micro)",NA,NA,NA,NA,0.08643880375916957,0.07878180108815744
20980,"El Dorado, AR (Micro)",NA,NA,NA,NA,0.09320022234377975,0.08443229546554883
42620,"Searcy, AR (Micro)",NA,NA,NA,NA,0.09374255204028967,0.08428142691043009
26300,"Hot Springs, AR (Metro)",NA,NA,NA,NA,0.10771404387907502,0.09671280436137267
38220,"Pine Bluff, AR (Metro)",NA,NA,NA,NA,0.08385814921767633,0.07641396175973343
14180,"Blytheville, AR (Micro)",NA,NA,NA,NA,0.08661903267572922,0.07993087378250875
26260,"Hope, AR (Micro)",NA,NA,NA,NA,0.08802710196975891,0.08151339887652605
11660,"Arkadelphia, AR (Micro)",NA,NA,NA,NA,0.09097107675087648,0.08156147344233278
37500,"Paragould, AR (Micro)",NA,NA,NA,NA,0.0877512931329758,0.07956226478145786
12900,"Batesville, AR (Micro)",NA,NA,NA,NA,0.08724572362199469,0.08056170992283321
31620,"Magnolia, AR (Micro)",NA,NA,NA,NA,0.09123058943164901,0.08230464468387491
31680,"Malvern, AR (Micro)",NA,NA,NA,NA,0.09413879649931263,0.08493121817525265
34260,"Mountain Home, AR (Micro)",NA,NA,NA,NA,0.09405095575393034,0.08584706394405742
41860,"San Francisco-Oakland-Hayward, CA (Metro)",NA,NA,NA,NA,0.10660218248384831,0.08020289845922171
31080,"Los Angeles-Long Beach-Anaheim, CA (Metro)",NA,NA,NA,NA,0.09830214700594418,0.08333298449611781
40900,"Sacramento--Roseville--Arden-Arcade, CA (Metro)",NA,NA,NA,NA,0.10235952556591474,0.08053870598880998
23420,"Fresno, CA (Metro)",NA,NA,NA,NA,0.08970263141967764,0.0801309065196637
17020,"Chico, CA (Metro)",NA,NA,NA,NA,0.10007585729274632,0.08651151799312226
31460,"Madera, CA (Metro)",NA,NA,NA,NA,0.08751465029287517,0.07857722771424276
46380,"Ukiah, CA (Micro)",NA,NA,NA,NA,0.09899319350815411,0.08827570438123815
32900,"Merced, CA (Metro)",NA,NA,NA,NA,0.08576152802847063,0.07681511620683132
41500,"Salinas, CA (Metro)",NA,NA,NA,NA,0.09680317388856131,0.08334761305692005
21700,"Eureka-Arcata-Fortuna, CA (Micro)",NA,NA,NA,NA,0.09887200388661095,0.08562508205499744
20940,"El Centro, CA (Metro)",NA,NA,NA,NA,0.08323715322603513,0.07340730847499018
12540,"Bakersfield, CA (Metro)",NA,NA,NA,NA,0.0874063615523301,0.07787303626170683
25260,"Hanford-Corcoran, CA (Metro)",NA,NA,NA,NA,0.08574939279949513,0.07513267695599352
46020,"Truckee-Grass Valley, CA (Micro)",NA,NA,NA,NA,0.1108673696690457,0.09421983522338034
40140,"Riverside-San Bernardino-Ontario, CA (Metro)",NA,NA,NA,NA,0.09984433621425798,0.08765412539579778
41740,"San Diego-Carlsbad, CA (Metro)",NA,NA,NA,NA,0.10794195800847023,0.0886561544604623
41940,"San Jose-Sunnyvale-Santa Clara, CA (Metro)",NA,NA,NA,NA,0.10515244740060345,0.0776248800987004
34900,"Napa, CA (Metro)",NA,NA,NA,NA,0.10718646360091644,0.09064305758852269
42200,"Santa Maria-Santa Barbara, CA (Metro)",NA,NA,NA,NA,0.10126018990467772,0.08665654561193237
37100,"Oxnard-Thousand Oaks-Ventura, CA (Metro)",NA,NA,NA,NA,0.09631997396111805,0.08104547351913169
44700,"Stockton-Lodi, CA (Metro)",NA,NA,NA,NA,0.09447389525980805,0.0818761799196898
42020,"San Luis Obispo-Paso Robles-Arroyo Grande, CA (Metro)",NA,NA,NA,NA,0.10665046335349525,0.08837878492145057
39820,"Redding, CA (Metro)",NA,NA,NA,NA,0.09704528294916549,0.085163170061948415
46700,"Vallejo-Fairfield, CA (Metro)",NA,NA,NA,NA,0.10201869186664904,0.08486600029249607
42220,"Santa Rosa, CA (Metro)",NA,NA,NA,NA,0.10291877078324056,0.08747312938878056
33700,"Modesto, CA (Metro)",NA,NA,NA,NA,0.0924177909289021,0.08182527260193688
49700,"Yuba City, CA (Metro)",NA,NA,NA,NA,0.09361879691204675,0.08133012492318654
39780,"Red Bluff, CA (Micro)",NA,NA,NA,NA,0.08928949444495472,0.07914506949888517
47300,"Visalia-Porterville, CA (Metro)",NA,NA,NA,NA,0.07997664449770286,0.07298163427896834
42100,"Santa Cruz-Watsonville, CA (Metro)",NA,NA,NA,NA,0.10223200836094212,0.08458156548078494
43760,"Sonora, CA (Micro)",NA,NA,NA,NA,0.10562489281693813,0.09177860924553309
18860,"Crescent City, CA (Micro)",NA,NA,NA,NA,0.09487031225649188,0.07781653693015957
17340,"Clearlake, CA (Micro)",NA,NA,NA,NA,0.0966029218918997,0.08664415772587168
45000,"Susanville, CA (Micro)",NA,NA,NA,NA,0.09638156424552687,0.07111591733122385
19740,"Denver-Aurora-Lakewood, CO (Metro)",NA,NA,NA,NA,0.10275071550280264,0.08345509576185146
14500,"Boulder, CO (Metro)",NA,NA,NA,NA,0.10210372771176202,0.07975396973826032
15860,"Cañon City, CO (Micro)",NA,NA,NA,NA,0.0975347575340375,0.08928166523027567
24060,"Glenwood Springs, CO (Micro)",NA,NA,NA,NA,0.12065521078734412,0.10505314299209303
24540,"Greeley, CO (Metro)",NA,NA,NA,NA,0.09660222638650674,0.08502514722268956
20420,"Durango, CO (Micro)",NA,NA,NA,NA,0.10819004858387092,0.09383025286887323
22660,"Fort Collins, CO (Metro)",NA,NA,NA,NA,0.10181419637923977,0.08688606125255054
20780,"Edwards, CO (Micro)",NA,NA,NA,NA,0.1354371123043705,0.1200066214971018
17820,"Colorado Springs, CO (Metro)",NA,NA,NA,NA,0.1041857493792997,0.08891875250115837
39380,"Pueblo, CO (Metro)",NA,NA,NA,NA,0.09716521771651573,0.08737271424189767
24300,"Grand Junction, CO (Metro)",NA,NA,NA,NA,0.1032779348690608,0.09196558593020161
18780,"Craig, CO (Micro)",NA,NA,NA,NA,0.10629417065825082,0.09066964797022227
14720,"Breckenridge, CO (Micro)",NA,NA,NA,NA,0.14139152481851108,0.12543144945342244
44540,"Sterling, CO (Micro)",NA,NA,NA,NA,0.0851030413245855,0.07900667803097505
33940,"Montrose, CO (Micro)",NA,NA,NA,NA,0.10060398105773644,0.0912989330474573
22820,"Fort Morgan, CO (Micro)",NA,NA,NA,NA,0.08799807057292294,0.08027581784007
44460,"Steamboat Springs, CO (Micro)",NA,NA,NA,NA,0.12414855233246652,0.10823132009817135
14860,"Bridgeport-Stamford-Norwalk, CT (Metro)",NA,NA,NA,NA,0.10199844093888467,0.07880758070858258
35300,"New Haven-Milford, CT (Metro)",NA,NA,NA,NA,0.09843559431188008,0.0808367985609775
35980,"Norwich-New London, CT (Metro)",NA,NA,NA,NA,0.11158496975635473,0.0915032157254067
25540,"Hartford-West Hartford-East Hartford, CT (Metro)",NA,NA,NA,NA,0.09841697637518863,0.07691950624148348
49340,"Worcester, MA-CT (Metro)",NA,NA,NA,NA,0.09824714946858486,0.08064708521708397
45860,"Torrington, CT (Micro)",NA,NA,NA,NA,0.0998668346557571,0.0821384578355881
20100,"Dover, DE (Metro)",NA,NA,NA,NA,0.09498030494576203,0.08365331944783135
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (Metro)",NA,NA,NA,NA,0.09766742560005126,0.07899103568105699
41540,"Salisbury, MD-DE (Metro)",NA,NA,NA,NA,0.10491759788027123,0.09214030864022607
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV (Metro)",NA,NA,NA,NA,0.1068211112209188,0.08474640876564155
23540,"Gainesville, FL (Metro)",NA,NA,NA,NA,0.09543472023572218,0.08103543154730032
27260,"Jacksonville, FL (Metro)",NA,NA,NA,NA,0.10170229803500161,0.08695293803169424
37860,"Pensacola-Ferry Pass-Brent, FL (Metro)",NA,NA,NA,NA,0.10654171403879925,0.09293390766378926
15980,"Cape Coral-Fort Myers, FL (Metro)",NA,NA,NA,NA,0.10905190080134573,0.09753452961734314
34940,"Naples-Immokalee-Marco Island, FL (Metro)",NA,NA,NA,NA,0.11496023369916628,0.10359944371960676
36740,"Orlando-Kissimmee-Sanford, FL (Metro)",NA,NA,NA,NA,0.11122430204222664,0.09759289489496055
37460,"Panama City, FL (Metro)",NA,NA,NA,NA,0.1099259217354277,0.09806825789081633
37340,"Palm Bay-Melbourne-Titusville, FL (Metro)",NA,NA,NA,NA,0.10444488812567154,0.08998553056098077
33100,"Miami-Fort Lauderdale-West Palm Beach, FL (Metro)",NA,NA,NA,NA,0.10193211003290208,0.08830097847552977
39460,"Punta Gorda, FL (Metro)",NA,NA,NA,NA,0.1096072904991156,0.09875508723116198
26140,"Homosassa Springs, FL (Metro)",NA,NA,NA,NA,0.10195362879391798,0.09283936343315127
19660,"Deltona-Daytona Beach-Ormond Beach, FL (Metro)",NA,NA,NA,NA,0.10604233050547801,0.09436280206298532
48100,"Wauchula, FL (Micro)",NA,NA,NA,NA,0.08550236251550207,0.08032870266901503
45300,"Tampa-St. Petersburg-Clearwater, FL (Metro)",NA,NA,NA,NA,0.10043517166144503,0.08591031709401403
42700,"Sebring, FL (Metro)",NA,NA,NA,NA,0.09373663656438552,0.08672403725379911
45220,"Tallahassee, FL (Metro)",NA,NA,NA,NA,0.0896451811962095,0.07550860733233809
42680,"Sebastian-Vero Beach, FL (Metro)",NA,NA,NA,NA,0.1051066248632754,0.09328298257849489
28580,"Key West, FL (Micro)",NA,NA,NA,NA,0.13042989651024672,0.11564465601926731
18880,"Crestview-Fort Walton Beach-Destin, FL (Metro)",NA,NA,NA,NA,0.11558711198875599,0.10220231775232869
36100,"Ocala, FL (Metro)",NA,NA,NA,NA,0.10022740135470655,0.09115492032036142
35840,"North Port-Sarasota-Bradenton, FL (Metro)",NA,NA,NA,NA,0.10583372290766938,0.09402236950987769
38940,"Port St. Lucie, FL (Metro)",NA,NA,NA,NA,0.10464794308645559,0.09135574716844579
45540,"The Villages, FL (Metro)",NA,NA,NA,NA,0.1035912833036609,0.09508204931996164
29460,"Lakeland-Winter Haven, FL (Metro)",NA,NA,NA,NA,0.10279485058893839,0.09207365575946944
37260,"Palatka, FL (Micro)",NA,NA,NA,NA,0.09725981641539065,0.08820788806978053
36380,"Okeechobee, FL (Micro)",NA,NA,NA,NA,0.09562335218088108,0.08658423603317275
11580,"Arcadia, FL (Micro)",NA,NA,NA,NA,0.09201575371795408,0.08743062819084431
29380,"Lake City, FL (Micro)",NA,NA,NA,NA,0.09744744106774957,0.08776283139206373
17500,"Clewiston, FL (Micro)",NA,NA,NA,NA,0.09001686535123216,0.08188134304506481
12060,"Atlanta-Sandy Springs-Roswell, GA (Metro)",NA,NA,NA,NA,0.09785051727249981,0.08052445774215354
42340,"Savannah, GA (Metro)",NA,NA,NA,NA,0.10654268198792602,0.09263226887582918
12020,"Athens-Clarke County, GA (Metro)",NA,NA,NA,NA,0.09198982756789638,0.08008797131421987
12260,"Augusta-Richmond County, GA-SC (Metro)",NA,NA,NA,NA,0.09729437792649376,0.08543305742077899
31420,"Macon-Bibb County, GA (Metro)",NA,NA,NA,NA,0.09235793020707432,0.08277246256018743
15260,"Brunswick, GA (Metro)",NA,NA,NA,NA,0.10955896120127549,0.09860943225066653
44340,"Statesboro, GA (Micro)",NA,NA,NA,NA,0.09161367463104463,0.08224773435094344
41220,"St. Marys, GA (Micro)",NA,NA,NA,NA,0.10673990085941414,0.0941398930253918
10500,"Albany, GA (Metro)",NA,NA,NA,NA,0.08846224060535914,0.08184926299485952
40660,"Rome, GA (Metro)",NA,NA,NA,NA,0.09593713050441247,0.0860462441474242
20140,"Dublin, GA (Micro)",NA,NA,NA,NA,0.08945985448357008,0.08175718986142112
46660,"Valdosta, GA (Metro)",NA,NA,NA,NA,0.09314755083888375,0.08496903639503582
15660,"Calhoun, GA (Micro)",NA,NA,NA,NA,0.08824269500599395,0.08009395272321475
23580,"Gainesville, GA (Metro)",NA,NA,NA,NA,0.09164533199202178,0.0821217038975176
33300,"Milledgeville, GA (Micro)",NA,NA,NA,NA,0.08998393829522972,0.08153887738795682
47580,"Warner Robins, GA (Metro)",NA,NA,NA,NA,0.09684741358231817,0.08487807560163382
48180,"Waycross, GA (Micro)",NA,NA,NA,NA,0.09157790042228803,0.08413980035222214
19140,"Dalton, GA (Metro)",NA,NA,NA,NA,0.08610372485917471,0.07945206211515371
11140,"Americus, GA (Micro)",NA,NA,NA,NA,0.08434021815791555,0.07748601724896505
45700,"Tifton, GA (Micro)",NA,NA,NA,NA,0.09395814250770171,0.08594108272502739
29300,"LaGrange, GA (Micro)",NA,NA,NA,NA,0.08888153294010669,0.08079604331773406
16860,"Chattanooga, TN-GA (Metro)",NA,NA,NA,NA,0.09722682203530815,0.08419858160048223
25980,"Hinesville, GA (Metro)",NA,NA,NA,NA,0.09932454303678873,0.09004246536222374
18380,"Cordele, GA (Micro)",NA,NA,NA,NA,0.09043583287181886,0.08292359738038407
47080,"Vidalia, GA (Micro)",NA,NA,NA,NA,0.08479271213039624,0.07733917298466662
45580,"Thomaston, GA (Micro)",NA,NA,NA,NA,0.0894248743016375,0.08227759758982432
20060,"Douglas, GA (Micro)",NA,NA,NA,NA,0.08980505149349419,0.08317056289313429
34220,"Moultrie, GA (Micro)",NA,NA,NA,NA,0.08468086627712305,0.07906187974615447
45620,"Thomasville, GA (Micro)",NA,NA,NA,NA,0.0899859795763672,0.08165834054857067
27700,"Jesup, GA (Micro)",NA,NA,NA,NA,0.09486474784789378,0.08621123598813352
22340,"Fitzgerald, GA (Micro)",NA,NA,NA,NA,0.08447385052254462,0.07801722049409582
45740,"Toccoa, GA (Micro)",NA,NA,NA,NA,0.08880369850274672,0.0814584489769496
12460,"Bainbridge, GA (Micro)",NA,NA,NA,NA,0.08310949088758167,0.07709598147392904
44900,"Summerville, GA (Micro)",NA,NA,NA,NA,0.08366150937728714,0.07790306943945688
18460,"Cornelia, GA (Micro)",NA,NA,NA,NA,0.09099327745663337,0.08180024077586576
27600,"Jefferson, GA (Micro)",NA,NA,NA,NA,0.09014189544910434,0.08049247518616766
16340,"Cedartown, GA (Micro)",NA,NA,NA,NA,0.09419993882291594,0.08538465094690147
25900,"Hilo, HI (Micro)",NA,NA,NA,NA,0.112502487299292,0.10812127415574585
46520,"Urban Honolulu, HI (Metro)",NA,NA,NA,NA,0.11313400107765473,0.10358399156414173
27980,"Kahului-Wailuku-Lahaina, HI (Metro)",NA,NA,NA,NA,0.12470853318468338,0.1251521205225742
28180,"Kapaa, HI (Micro)",NA,NA,NA,NA,0.1293974012563415,0.1256313138525877
14260,"Boise City, ID (Metro)",NA,NA,NA,NA,0.09440239495243237,0.08320751506052047
38540,"Pocatello, ID (Metro)",NA,NA,NA,NA,0.09247359644292141,0.0820214568662444
25200,"Hailey, ID (Micro)",NA,NA,NA,NA,0.11131477267078937,0.101053053577689
41760,"Sandpoint, ID (Micro)",NA,NA,NA,NA,0.09747970532688889,0.08888448537627627
26820,"Idaho Falls, ID (Metro)",NA,NA,NA,NA,0.09225941681361445,0.08212165916087377
34300,"Mountain Home, ID (Micro)",NA,NA,NA,NA,0.09074021337240151,0.08399496440941087
39940,"Rexburg, ID (Micro)",NA,NA,NA,NA,0.0903017788783491,0.08148707045606009
17660,"Coeur dAlene, ID (Metro)",NA,NA,NA,NA,0.10082217971039284,0.08976023305198386
34140,"Moscow, ID (Micro)",NA,NA,NA,NA,0.09536611995528162,0.07954302116116234
30300,"Lewiston, ID-WA (Metro)",NA,NA,NA,NA,0.09467776072442902,0.08281804868488213
46300,"Twin Falls, ID (Micro)",NA,NA,NA,NA,0.08629933309284274,0.07950251628167242
13940,"Blackfoot, ID (Micro)",NA,NA,NA,NA,0.08566145213218199,0.078195987999971
30860,"Logan, UT-ID (Metro)",NA,NA,NA,NA,0.08688725402721445,0.07869329059976783
15420,"Burley, ID (Micro)",NA,NA,NA,NA,0.08091305071684812,0.07519370302753622
27220,"Jackson, WY-ID (Micro)",NA,NA,NA,NA,0.1370770492280438,0.12077605029843096
36620,"Ontario, OR-ID (Micro)",NA,NA,NA,NA,0.08730323108674792,0.07932213769209882
16980,"Chicago-Naperville-Elgin, IL-IN-WI (Metro)",NA,NA,NA,NA,0.09826729498499713,0.0811931160172984
41180,"St. Louis, MO-IL (Metro)",NA,NA,NA,NA,0.09956559489659304,0.08392763798724126
44100,"Springfield, IL (Metro)",NA,NA,NA,NA,0.09551767344874743,0.0765868868050767
37900,"Peoria, IL (Metro)",NA,NA,NA,NA,0.09728348346252182,0.08366342144307251
19180,"Danville, IL (Metro)",NA,NA,NA,NA,0.09042621876315282,0.0805130173196975
44580,"Sterling, IL (Micro)",NA,NA,NA,NA,0.09142393821655133,0.08178036326773207
15900,"Canton, IL (Micro)",NA,NA,NA,NA,0.08977246927694679,0.08046895740229398
22800,"Fort Madison-Keokuk, IA-IL-MO (Micro)",NA,NA,NA,NA,0.09066249595016447,0.0811831307695531
16060,"Carbondale-Marion, IL (Metro)",NA,NA,NA,NA,0.09324895575192546,0.08198171270147364
39500,"Quincy, IL-MO (Micro)",NA,NA,NA,NA,0.09161221586372177,0.08232942071134125
36860,"Ottawa-Peru, IL (Micro)",NA,NA,NA,NA,0.09229865628425654,0.08222905850492836
16580,"Champaign-Urbana, IL (Metro)",NA,NA,NA,NA,0.09523636587423141,0.08008660012832922
40420,"Rockford, IL (Metro)",NA,NA,NA,NA,0.09514234760162696,0.08358103180821026
23660,"Galesburg, IL (Micro)",NA,NA,NA,NA,0.09396730247760228,0.08398404248649388
20820,"Effingham, IL (Micro)",NA,NA,NA,NA,0.09763207755256469,0.08740819014429368
38700,"Pontiac, IL (Micro)",NA,NA,NA,NA,0.09096987704065218,0.08012376000247232
30660,"Lincoln, IL (Micro)",NA,NA,NA,NA,0.0943400396322443,0.08088130871715216
